id,lat,lng,text,timeStamp,user_id,mb_cluster,db_cluster,cluster
377654829205979136,37.30563334,-121.8069937,2 of the most important people in my life id do anything for these little kids http://t.co/GMVsyGHCUf,2013-09-11 04:48:22,954113016,97,3.0,97.03
378149560947716096,37.30564934,-121.80700079,It's just one of those mornings,2013-09-12 13:34:15,954113016,97,3.0,97.03
378156713406255104,37.30565737,-121.80692474,I feel like all the soreness from basketball conditioning these last couple weeks hit me right now,2013-09-12 14:02:40,954113016,97,3.0,97.03
378160423704330240,37.30517169,-121.80607241,@buenomarissa k I'm coming.,2013-09-12 14:17:25,551674411,97,3.0,97.03
378165338459738112,37.3035702,-121.80575614,OMFG!!!! BYe. ?????????.,2013-09-12 14:36:57,551674411,97,3.0,97.03
378172376896110592,37.30370432,-121.80597514,@Marissa_salacup the overhang by our 2nd period,2013-09-12 15:04:55,551674411,97,3.0,97.03
378175201894092801,37.30452237,-121.80773056,I don't want it if its that's easy,2013-09-12 15:16:08,954113016,97,3.0,97.03
378187103223300096,37.30452693,-121.80816228,Gilbert Arenas was an asshole took a shit in Andray Blatches shoes hahhahaha http://t.co/69eoYz63WN,2013-09-12 16:03:26,954113016,97,3.0,97.03
378187263168884738,37.3047698,-121.8069701,Why tf are you talking to that slut,2013-09-12 16:04:04,129930249,97,3.0,97.03
378187495390732289,37.30434855,-121.80563567,GG noob. Stupid squirrel http://t.co/8haXdqlH0y,2013-09-12 16:04:59,535961999,97,3.0,97.03
378215212156862465,37.304795,-121.80551137,I miss @eserami23 ??,2013-09-12 17:55:08,742159285,97,3.0,97.03
378215401370304512,37.30464129,-121.80510309,I want a milkshake @_angelsndemons,2013-09-12 17:55:53,742159285,97,3.0,97.03
378215451920056320,37.30479761,-121.80553882,Lets get milkshakes today @_angelsndemons,2013-09-12 17:56:05,742159285,97,3.0,97.03
378217390162460672,37.304914,-121.80567756,The government watches our every move whether we know or not,2013-09-12 18:03:47,954113016,97,3.0,97.03
378222830589976576,37.30504885,-121.80732737,Blue ? http://t.co/OcZE0ndHGA,2013-09-12 18:25:24,954113016,97,3.0,97.03
378226649981931521,37.30389,-121.8076519,i don't understand how you can already have three F's and it's only the fifth week of school,2013-09-12 18:40:35,1257839731,97,3.0,97.03
378227153348739072,37.3038964,-121.8076347,my current GPA is a 4.0,2013-09-12 18:42:35,1257839731,97,3.0,97.03
378227278515142658,37.3038964,-121.8076347,i'm going to try to get all A's this year,2013-09-12 18:43:04,1257839731,97,3.0,97.03
378228239631540224,37.3050596,-121.80729998,There's a snow bunny in my 5th I'm gonna talk to,2013-09-12 18:46:54,954113016,97,3.0,97.03
378246204607324160,37.30328242,-121.8052916,4yrs&amp;6months w b ? @berneecedee,2013-09-12 19:58:17,1544658757,97,3.0,97.03
378261410016292864,37.30581966,-121.80702288,My big homie on the phone handling business http://t.co/qbUz1XMFB3,2013-09-12 20:58:42,954113016,97,3.0,97.03
378296923368611842,37.30333413,-121.80473336,I can't believe my roshe runs ripped #rip,2013-09-12 23:19:49,954113016,97,3.0,97.03
378302194388193280,37.3034296,-121.80528937,Since my roshe runs ripped going to create my own with floral designs!,2013-09-12 23:40:46,954113016,97,3.0,97.03
378302886704189441,37.30484531,-121.80565051,#dontcopyme http://t.co/2gnM9JlQmG,2013-09-12 23:43:31,954113016,97,3.0,97.03
