id,lat,lng,text,timeStamp,user_id,mb_cluster,db_cluster,cluster
378271649155407872,37.34330626,-121.80749029,"I know he sees me.. Don't come over.. PIMPINNNNNN!!! 
Shit. ?",2013-09-12 21:39:23,1659769274,34,26.0,34.26
380896998431264769,37.34408434,-121.80690827,????,2013-09-20 03:31:35,539476153,34,26.0,34.26
380897136327393280,37.34420758,-121.80680115,Why do I feel this way?,2013-09-20 03:32:08,539476153,34,26.0,34.26
380897210512060416,37.34420758,-121.80680115,I NEED to know what it's going to be..,2013-09-20 03:32:26,539476153,34,26.0,34.26
380897596056690688,37.34425133,-121.80696454,""" Be straight forward """,2013-09-20 03:33:58,539476153,34,26.0,34.26
380906764444516352,37.34423428,-121.80709812,There isn't anything I'm content with at this point.,2013-09-20 04:10:24,539476153,34,26.0,34.26
380920520243286016,37.34408586,-121.80685254,Time to face the truth.,2013-09-20 05:05:03,539476153,34,26.0,34.26
380921632585314305,37.34420744,-121.80693944,I'm torn in between the two.,2013-09-20 05:09:29,539476153,34,26.0,34.26
380921750067757056,37.34398787,-121.80705489,I'm torn in between the two.,2013-09-20 05:09:57,539476153,34,26.0,34.26
380922031497166848,37.34403312,-121.80694211,Every time take a shower I enjoy looking at how great my abs are coming about??,2013-09-20 05:11:04,539476153,34,26.0,34.26
380922200741531648,37.3441883,-121.80684859,I really dislike you ??,2013-09-20 05:11:44,539476153,34,26.0,34.26
380922719069429760,37.34436579,-121.80712749,Thoughts wandering.,2013-09-20 05:13:48,539476153,34,26.0,34.26
380922793220521985,37.34422854,-121.80680018,Goodnight ?,2013-09-20 05:14:05,539476153,34,26.0,34.26
380923190773440512,37.34433632,-121.80708986,Can I just transfer schools now?,2013-09-20 05:15:40,539476153,34,26.0,34.26
380977660169441280,37.34384732,-121.80718377,I waaaaaant doughnuts ?,2013-09-20 08:52:07,539476153,34,26.0,34.26
380977969461616640,37.34433333,-121.80709128,Stretching my splits at 2Am,2013-09-20 08:53:20,539476153,34,26.0,34.26
380978011824078848,37.34421231,-121.80718688,I caaaaaant stooop?,2013-09-20 08:53:30,539476153,34,26.0,34.26
380978211477139457,37.34400534,-121.80706148,Bestfreeeen canta y no llores?? @yagirlalyy,2013-09-20 08:54:18,539476153,34,26.0,34.26
380984153736364032,37.34425346,-121.80701548,"I'm always open, I love to listen almost as much as I love to talk. ?? you ever need an ear to listen, I'm here.",2013-09-20 09:17:55,539476153,34,26.0,34.26
380984346816942080,37.34421162,-121.8068481,Cheer is the answer ? and some gym time.,2013-09-20 09:18:41,539476153,34,26.0,34.26
380984662786445312,37.34435587,-121.80711286,"Why am I awake, I have school, and a game tomorrow ?",2013-09-20 09:19:56,539476153,34,26.0,34.26
380984821549244417,37.34420766,-121.80694782,"That's like almost 2 years ago btw, I've progressed.",2013-09-20 09:20:34,539476153,34,26.0,34.26
380985711744147456,37.34417593,-121.80710308,I can't @marianovictor94,2013-09-20 09:24:06,539476153,34,26.0,34.26
380986581135278081,37.34408641,-121.80685302,@marianovictor94 thanks. Lol,2013-09-20 09:27:33,539476153,34,26.0,34.26
380986637112467456,37.34413339,-121.80694701,I shall attempt to sleep noooow. ?,2013-09-20 09:27:47,539476153,34,26.0,34.26
380986711783653378,37.34437074,-121.80676507,Buenos noches ???,2013-09-20 09:28:05,539476153,34,26.0,34.26
380986946173939712,37.34428449,-121.80682815,Going to go drink some Leche ?,2013-09-20 09:29:01,539476153,34,26.0,34.26
